Feature,R_squared,Adj_R_squared,F_statistic,F_pvalue,Neurodev_coef,Neurodev_pvalue,Genetic_coef,Genetic_pvalue,Age_coef,Age_pvalue,Sex_coef,Sex_pvalue,N_samples
EEG_relative_HighGamma_Occipital,0.139796275208657,,6.6224988924974,5.7969268708757e-05,0.213196778430721,0.0817546993327944,-0.115011420370367,0.402666582030587,0.0109274114182347,0.00120843743302079,-0.149877828103696,0.138752604972531,168
EEG_relative_HighGamma_WholeBrain,0.15944236429551,,7.72972140048021,9.95887044285107e-06,0.206389514012306,0.0882094825896267,-0.0498403889841781,0.713476370358349,0.0134790724714086,6.22049102061428e-05,-0.153313082358464,0.125617152094016,168
EEG_PeriodicDelta_Frontal,0.0845960041246585,,3.76586423438473,0.00587181322413287,-0.148074527059618,0.240040627030778,-0.206165279348594,0.146762391020419,-0.012650231267498,0.000297182787381223,0.0689608920565699,0.507904196833885,168
EEG_PeriodicDelta_Central,0.0987272207022025,,4.46383640560994,0.00189345162199644,0.103701801475308,0.406469964409266,-0.119571603199483,0.395343518698751,-0.0108193985269538,0.0017232417493469,0.181200717812434,0.0807614626990107,168
EEG_PeriodicDelta_temporal_r,0.0270136685811436,,1.13136943360384,0.343611921259375,0.104159134828346,0.422250250492055,-0.0883815007021714,0.545185619194336,-0.00471885241869204,0.18282279069343,0.0858500221614068,0.424144813767796,168
EEG_PeriodicDelta_temporal_l,0.0459070608504025,,1.96072379628059,0.102931783086043,0.174486695158683,0.175373687336801,-0.118654768140423,0.412311159312856,-0.00476614909897293,0.174281954893312,0.113038661670176,0.288261698799323,168
EEG_PeriodicDelta_parietal_r,0.0314882946220392,,1.32486576953389,0.262884278536691,0.117076914216382,0.3660522260134,-0.124720181177139,0.392426622994491,-0.00546578087221418,0.122329430145449,0.0255810256384887,0.811168540881505,168
EEG_PeriodicDelta_parietal_l,0.0401918108816349,,1.7063995827448,0.151019537960256,-0.0600166942073283,0.641297736451738,-0.172916956789903,0.234114239922798,-0.00780310897468569,0.0272942429737277,0.111418822028566,0.296640003475314,168
EEG_PeriodicDelta_Occipital,0.075045153894941,,3.30620465863422,0.0123330444212034,0.0615292047148555,0.626593608766471,-0.0958432245006628,0.501076999916436,-0.0114872968550247,0.00103795906302051,-0.0197548700021254,0.850245803595854,168
EEG_PeriodicDelta_WholeBrain,0.0610653654845301,,2.65025226679248,0.035176488215848,0.0383620281331227,0.763308362611407,-0.152566480100333,0.288293202318893,-0.00980986402522997,0.00522332545421667,0.0830427529785875,0.431262251506476,168
EEG_PeriodicTheta_Frontal,0.126655274569453,,5.9096966964114,0.000182210486082152,-0.169541676020016,0.168779194813579,0.116006928861819,0.402179253877942,-0.0104715998037644,0.00204864129188165,0.160357513068405,0.116105122384471,168
EEG_PeriodicTheta_Central,0.186423074007084,,9.33745786425458,8.06915348897662e-07,-0.15471152010687,0.193096590419909,0.163919363240369,0.220599912281161,-0.0130533123615199,7.9964222144735e-05,0.182142550657392,0.0648166730941413,168
EEG_PeriodicTheta_temporal_r,0.161791216982657,,7.86557266592948,8.03645205117392e-06,-0.208310758209755,0.0848823091385953,0.0854058873125396,0.528798148601467,-0.0138311246193472,3.97109404575158e-05,0.0807024995569527,0.418249822906907,168
EEG_PeriodicTheta_temporal_l,0.173609611547996,,8.56083489043595,2.69766300983524e-06,-0.233395325331075,0.0521526856655068,0.0632767302760166,0.638284933972493,-0.0147961266535129,1.03623875109538e-05,0.0576852858199094,0.559893487311215,168
EEG_PeriodicTheta_parietal_r,0.167300257110265,,8.18720737631598,4.84394223759155e-06,-0.188359053223131,0.117721945594202,0.1558635551636,0.249488555317491,-0.0121488776864129,0.000270709955293658,0.152027508667062,0.127019045501739,168
EEG_PeriodicTheta_parietal_l,0.141941955223223,,6.74095967115029,4.79605190264612e-05,-0.280797515706372,0.0221624075057762,0.118513528625613,0.387934770771831,-0.0109338778109782,0.00118421514972789,0.0549744870637161,0.585554366261126,168
EEG_PeriodicTheta_Occipital,0.14181065961516,,6.73369396166865,4.85209734608893e-05,-0.175477385064771,0.150870923549134,0.251146108069996,0.0684231307805898,-0.00936082725061094,0.0053072617508898,0.0691063780915109,0.493199276882227,168
EEG_PeriodicTheta_WholeBrain,0.171865376351047,,8.45697533505609,3.17337586117283e-06,-0.212256961223528,0.0774102443772355,0.149350522056752,0.268431750033794,-0.0127005442040342,0.000138846636101864,0.116677667835971,0.239563966567085,168
EEG_PeriodicAlpha_Frontal,0.0664507889995315,,2.90061800687393,0.0236281561201066,-0.02392680101136,0.850578270281275,0.253483441616463,0.0777416001215392,-0.00202346465697528,0.558921288639384,0.203449440175691,0.0542837635038116,168
EEG_PeriodicAlpha_Central,0.109512468056069,,5.01144924909043,0.000778773877337716,-0.0866349065848813,0.485235318496776,0.210296339390063,0.133519398494388,-0.00735390421208627,0.0307455069077127,0.197626187667885,0.0555864273387499,168
EEG_PeriodicAlpha_temporal_r,0.0730219405999385,,3.2100480149156,0.014395470777054,-0.108644023356551,0.391179809476895,0.101923154841572,0.474837253301068,-0.00775079752589353,0.0257065521398139,0.131778887063118,0.209439426203174,168
EEG_PeriodicAlpha_temporal_l,0.0610628201623601,,2.65013461501913,0.0351830396145343,-0.12439209500443,0.329472858523258,0.144425252977147,0.314709506792296,-0.00599417281232377,0.0855406663247729,0.0877266816851129,0.405785894137115,168
EEG_PeriodicAlpha_parietal_r,0.0724665396402651,,3.18372502615216,0.0150172095728826,-0.120445042782125,0.342066235770921,0.158060703672613,0.26842862682198,-0.00405007575210174,0.241307939221558,0.210650357725244,0.0456902728280648,168
EEG_PeriodicAlpha_parietal_l,0.0631937065852819,,2.74885380409184,0.0300852801034053,-0.163791789839778,0.199096406436378,0.165819351304521,0.248067057832395,-0.0039587758410148,0.254387469830551,0.120006956651207,0.255341946649309,168
EEG_PeriodicAlpha_Occipital,0.114513355407048,,5.26989228051237,0.000512334836751643,-0.0738290600233494,0.550811767204642,0.342883090074682,0.014718237622996,-0.00309572302504886,0.358939155829092,0.215541723387069,0.0364927648796853,168
EEG_PeriodicAlpha_WholeBrain,0.0836581520457225,,3.72030340366309,0.00632108074077903,-0.103098864593546,0.413068683387119,0.214251958930801,0.131855610777023,-0.00489397780749817,0.154718126501179,0.179782286121327,0.0856937397291822,168
EEG_PeriodicBeta_Frontal,0.0178220767908661,,0.739427767684779,0.566379577241803,-0.105390084502969,0.418982480978571,-0.167318492178508,0.254983301447438,-0.000865027207615439,0.807470167574671,0.135612274173049,0.209551334109876,168
EEG_PeriodicBeta_Central,0.0179845368385023,,0.746291584665666,0.561811775911349,-0.165606746335177,0.204726394537047,-0.107812813570882,0.462701939073031,4.75288066178839e-05,0.989315133041955,0.118386304434815,0.273021528864065,168
EEG_PeriodicBeta_temporal_r,0.0351690467301107,,1.48537798190968,0.208962363139783,-0.225329721459143,0.0823738642343714,-0.23552570766777,0.106645869998645,-0.00580465650739702,0.100342121282281,0.0955778320205187,0.37167010702121,168
EEG_PeriodicBeta_temporal_l,0.0261570406922312,,1.09452904908415,0.361111690323196,-0.158312302895477,0.223356154361778,-0.194003479473692,0.185311666254344,-0.00430559254003663,0.224185503180378,0.128206885049748,0.233406947657167,168
EEG_PeriodicBeta_parietal_r,0.0391798912654163,,1.66168521511108,0.1613880503423,-0.267075251343303,0.039466026396793,-0.134575793443282,0.354283812234692,0.00185493400856728,0.597388276701208,0.117567254547188,0.271126467568259,168
EEG_PeriodicBeta_parietal_l,0.0502074784588257,,2.15410702947762,0.0764933096231883,-0.331937636582531,0.0103192471454663,-0.0957810180166621,0.506995939460245,0.00200212883634728,0.566423200567455,-0.0254880387902357,0.81003221872857,168
EEG_PeriodicBeta_Occipital,0.0630684009199853,,2.7430362472703,0.0303645174719926,-0.234149853379386,0.0671298974580208,0.0582151675314938,0.684584128080579,0.00705266375488196,0.0432112734575558,0.0743739970866948,0.480337028100588,168
EEG_PeriodicBeta_WholeBrain,0.0265190074640289,,1.11008798573869,0.353634723109746,-0.230819510306495,0.0765363288023344,-0.129105473381247,0.377253788008001,0.000368538605439259,0.916936596942117,0.103182144321933,0.337080965078024,168
EEG_PeriodicLowGamma_Frontal,0.0652729588420451,,2.84561476847641,0.0257935658905697,0.0890063838998596,0.484030457783999,-0.000596187465110798,0.996675977781632,0.0069552073261564,0.0458916302302486,-0.220230153499209,0.0375262151444049,168
EEG_PeriodicLowGamma_Central,0.109661160709499,,5.01909172295926,0.000769184634004651,0.19081747668813,0.125300887650849,-0.0329579474218802,0.813467243938719,0.0113323699467025,0.000975471612235879,-0.108803769175624,0.289993882190905,168
EEG_PeriodicLowGamma_temporal_r,0.114722519571532,,5.28076538248469,0.000503393972085637,0.125045427365194,0.3127517493259,-0.00558102784170795,0.968034468429291,0.0126596744751804,0.000234178710171395,-0.113121751525477,0.269982237236477,168
EEG_PeriodicLowGamma_temporal_l,0.102953267166136,,4.6768417780939,0.00134006439536268,0.261193195420965,0.0371628261037737,0.0719269776252318,0.608053824851225,0.0123837486876704,0.000344730985755826,-0.0169862266194459,0.869060487228856,168
EEG_PeriodicLowGamma_parietal_r,0.0820162659060883,,3.64076476689635,0.00718881183279917,0.192605733344942,0.127545404559921,0.0109267484545564,0.938586375345517,0.00847505291381521,0.0143996755978393,-0.184422828126251,0.0782475390482067,168
EEG_PeriodicLowGamma_parietal_l,0.0777977207319579,,3.43770254216193,0.0099784037731548,0.272800668113429,0.0318870148705297,-0.0124885741151656,0.929989863483052,0.00860798960034143,0.0131669181212972,-0.00570739747718965,0.956431757252034,168
EEG_PeriodicLowGamma_Occipital,0.0442162277364344,,1.8851662191256,0.11545464128375,0.187869273116249,0.145078520992792,-0.115521308046939,0.425148569305754,0.00312641000534969,0.372487263278654,-0.0633008852656116,0.551935423425017,168
EEG_PeriodicLowGamma_WholeBrain,0.0955579536701563,,4.30540201869245,0.00244860851257484,0.204719812861329,0.102905550490834,-0.0105861768362284,0.940053952863385,0.0102458685831919,0.00300200289852692,-0.124008956648552,0.231698146426775,168
EEG_DFA_Alpha_Frontal,0.0430916548346116,,1.83506073845238,0.124537191971762,0.115032713694372,0.371587013312337,0.325624484867011,0.0256360297434224,0.00434405832600295,0.216073881843189,0.150896266710503,0.157475648452357,168
EEG_DFA_Alpha_Central,0.0529724467998962,,2.27937106982951,0.0629854940949158,0.0110202580771864,0.931348096239895,0.327845770687572,0.0239343871015318,-0.00161120076004443,0.643983548237375,0.0215389433047352,0.83879038982483,168
EEG_DFA_Alpha_temporal_r,0.0418007055921071,,1.77768733792581,0.135759634641237,0.0167221838723713,0.896600904837644,0.294917964967961,0.043109485959367,-0.000698067719891406,0.842178672456581,0.0642355311813447,0.546591568179045,168
EEG_DFA_Alpha_temporal_l,0.0260832014972359,,1.09135653337778,0.362651822095828,0.123535492759944,0.341615439070403,0.296870838396427,0.0434265911130383,0.00342361370197472,0.333414159044173,0.0447832609488925,0.676660478352116,168
EEG_DFA_Alpha_parietal_r,0.0255929462983665,,1.07030481531977,0.373005702020568,-0.0323759797079214,0.802980909382972,0.197869835443436,0.176875102952281,-0.000600910150674248,0.865036138068864,0.0725234144245888,0.49975182013349,168
EEG_DFA_Alpha_parietal_l,0.0685574863302338,,2.99934513075867,0.0201806409127306,0.0509738645214332,0.687902181198709,0.295437162004593,0.0399089099896104,-0.00273953332870314,0.42846810710175,0.175466647863441,0.0960862483138651,168
EEG_DFA_Alpha_Occipital,0.0867549936973179,,3.87110355793611,0.00495185150826558,0.00123271729257491,0.9921702695116,0.297036691823588,0.0369895711380419,-0.00361175336099076,0.292119958462152,0.200548949671127,0.055088972317658,168
EEG_DFA_Alpha_WholeBrain,0.0533812026339245,,2.29795141759811,0.0611888806586885,0.0397256270617996,0.756125779144865,0.318001432245287,0.0283906121917776,-0.000606383215368555,0.861854582755074,0.128112892896822,0.227168626760855,168
EEG_DFA_Beta_Frontal,0.0959363692450657,,4.32426094109313,0.00237480834820042,-0.127800492730378,0.307304705829673,0.196244933413017,0.164454190917749,0.00666385186452844,0.0517113603058568,0.312172560604321,0.00291121279468665,168
EEG_DFA_Beta_Central,0.0653060878487278,,2.84715995818423,0.0257301539627121,-0.0601868514930049,0.635902235160636,0.304069401873504,0.0348334434191924,0.00520857920712775,0.133851335767716,0.17963947138972,0.0890519150264137,168
EEG_DFA_Beta_temporal_r,0.0636767607596419,,2.77129509576263,0.0290314964520267,0.0162398839373281,0.898406822328193,0.30217410265995,0.0361255592689487,0.000948209610421892,0.784406663060389,0.217500144518883,0.0400907158100341,168
EEG_DFA_Beta_temporal_l,0.0331191328705587,,1.39583345824396,0.237687131105494,0.0376115601577576,0.771087550990116,0.219950575594285,0.132083100145653,0.00245652158191969,0.48578150176884,0.178926925954436,0.0958035736635359,168
EEG_DFA_Beta_parietal_r,0.0483676974443638,,2.07116095740417,0.0869235933949582,-0.125244844671691,0.329416499422733,0.194918486880639,0.178255716000189,0.0019429103075059,0.578314621713245,0.164366053297568,0.122794244590359,168
EEG_DFA_Beta_parietal_l,0.0409015235274819,,1.7378164230591,0.14410767217353,-0.0518148624957401,0.687389270924288,0.241483563548239,0.0971511222519506,0.000222085517518388,0.949512912977105,0.120339094815517,0.259605408998326,168
EEG_DFA_Beta_Occipital,0.08978787275263,,4.01978363629877,0.00389159099470184,-0.175582686792508,0.162747019584454,0.241537231440981,0.0886093981786475,-0.000616947106505829,0.856720226633595,0.216624462966939,0.0381355658448943,168
EEG_DFA_Beta_WholeBrain,0.0757297338250976,,3.33883579977542,0.0117018815085946,-0.0953218690614176,0.451072008912438,0.273493440539996,0.055988860070868,0.00260815545928157,0.449154391971811,0.234472492958413,0.0260910826111609,168
